મુખપૃષ્ઠ	Main Page
શૃંગેરી	Sringeri
સોરઠ પ્રાંત	Sorath prant
આના સાગર તળાવ, અજમેર	Ana Sagar Lake
Infobox instrument/Color	Infobox instrument/Color
અન્નપૂર્ણા	Annapurna 
બોઈસર	Boisar
UTC+૫:૩૦	30
આહોમ રજવાડું	Ahom kingdom
લોટો	Lota 
વિશ્વ રંગમંચ દિવસ	World Theatre Day
Wikidata/i18n	Wikidata/i18n
ગ્રામગીતા	Gramgeeta
શિંદે છત્રી, પુના	Shinde Chhatri
પાનશેત બંધ 	Panshet Dam
તિલક સ્મારક રંગ મંદિર, પુના	Tilak Smarak Ranga Mandir
રણથંભોર રાષ્ટ્રીય ઉદ્યાન	Ranthambore National Park
કૃત્રિમ હીરા	Cubic zirconia
દરિયાઈ ઓટર	Sea otter
ડેની બોયલ	Danny Boyle
તવી નદી	Tawi River
ચેનાબ નદી	Chenab River
WikidataIB	WikidataIB
Wikidata entity link	Wikidata entity link
Label	Label
String2	String2
Wikibase	Wikibase
ગાગરોનનો કિલ્લો	Gagron Fort
મહારાષ્ટ્રના કિલ્લાઓ	Forts in Maharashtra
Country data Maratha Empire	Country data Maratha Empire
સોનગઢનો કિલ્લો	Songadh Fort
ભુજિયો ડુંગર	Bhujia Hill
વિશ્વ પર્યટન દિન	World Tourism Day
માખનલાલ ચતુર્વેદી	Makhanlal Chaturvedi
બારા-લાચ ઘાટ	Bara-lacha la
ખડી હિંદી બોલી	Khariboli dialect
દોઆબ	Doab
થ્રેશિંગ	Threshing
ખાસી ભાષા	Khasi language
પિંડતારક ક્ષેત્ર, પિંડારા	Pindara, Gujarat
પિંડારી હિમનદી	Pindari Glacier
Infobox dim	Infobox dim
Infobox dim/core	Infobox dim/core
સાવંતવાડી રોડ રેલ્વે સ્ટેશન	Sawantwadi Road railway station
યુદ્ધ સેવા ચંદ્રક	Yudh Seva Medal
વિનોદ કુમાર ભાટિયા	Vinod Bhatia
વરુણા નદી	Varuna River
સલીમ અલી પક્ષી અભયારણ્ય	Salim Ali Bird Sanctuary
માંડોવી નદી	Mandovi River
ત્રિવેણી ઘાટ, ઋષિકેશ	Triveni Ghat
કેચુઆ ભાષા	Quechuan languages
ગુજરાતી ફિલ્મોની યાદી	List of Gujarati films
મહાદેવ પહાડીઓ	Mahadeo Hills
જય વિલાસ મહેલ, ગ્વાલિયર	Jai Vilas Mahal
ચંબલ વિભાગ 	Chambal division
આદમગઢ ટેકરીઓ	Adamgarh Hills
Tracks Wikidata	Tracks Wikidata
Music infobox header	Music infobox header
Uses Wikidata	Uses Wikidata
જેન્સી જેમ્સ	Jancy James
ખંજરી	Kanjira
Internal category-link templates	Internal category-link templates
૨૦૧૭ની ગુજરાતી ફિલ્મોની યાદી	List of Gujarati films of 2017
Use Indian English	Use Indian English
મંડીયાલી બોલી	Mandeali language
ગોવિંદ ઘાટ, ઉત્તરાખંડ	Govindghat
દુધગંગા નદી	Dudhaganga
ક્રોમા	Cromā
ભારતીય	Indian
નેલ્સન મડેલા આંતરરાષ્ટ્રીય દિન	Mandela Day
એરપોર્ટ્સ ઓથોરીટી ઓફ ઇન્ડિયા	Airports Authority of India
મીકા સિંહ 	Mika Singh
એસ. પી. બાલાસુબ્રમણ્યમ	S. P. Balasubrahmanyam
ગોલા નદી, ઉત્તરાખંડ	Gola River
કેશવપ્રસાદ શ્યામલાલ મૌર્ય	Keshav Prasad Maurya
Lang-te	Lang-te
અમદાવાદના લોકોની યાદી	List of people from Ahmedabad
ગુહ્યેશ્વરી મંદિર, નેપાળ	Guhyeshwari Temple
અમદાવાદમાં શિક્ષણ	Education in Ahmedabad
પચરંગી શક્કરખરો	Purple-rumped sunbird
ત્સરાપ નદી, લડાખ	Tsarap River
આદુનો છોડ	Ginger
ચામુંડી હીલ, મૈસુર	Chamundi Hills
ચિટકુલ, હિમાચલ પ્રદેશ	Chitkul
ConvertAbbrev	ConvertAbbrev
ISO 639-2	ISO 639
ConvertAbbrev/ISO 639-2	ConvertAbbrev/ISO 639-2
કટાર	Katar 
તખ્ત શ્રી કેશગઢ સાહિબ	Takht Sri Keshgarh Sahib
આનંદપુર સાહિબ	Anandpur Sahib
કાર્ડામોમ હિલ્સ	Cardamom Hills
લિપુલેખ ઘાટ	Lipulekh Pass
કોઠારી નદી	Kothari River
ભીલાંગના નદી	Bhilangna River
મુક્તિ મોહન	Mukti Mohan
બાળાજી વિશ્વનાથ	Balaji Vishwanath
મુહુર્ત	Muhurta
Lua banner	Lua banner
Death year and age	Death year and age
Highlight	Highlight
Infobox person module documentation	Infobox person module documentation
Highlight/core	Highlight/core
Category link with count	Category link with count
અંબાડી 	Roselle 
Lang-la	Lang-la
સંતોષ યાદવ 	Santosh Yadav
કારાકોરમ પર્વતમાળા	Karakoram
મિરિક	Mirik
મણીભાઈ ભીમભાઈ દેસાઈ	Manibhai Desai
અન્ના મણિ	Anna Mani
મુકેશ અંબાણી	Mukesh Ambani
પેન્સી ઘાટ, લડાખ	Pensi La
Taxobox norank entry	Taxobox norank entry
Portal	Portal
Location map/multi	Location map/multi
CS1 errors: dates	 dates
Location map/data/France	Location map/data/France
હલ્દી ઘાટી	Haldighati
Correct title	Correct title
કલેશ્વરી સ્મારક સમુહ	Kaleshwari Group of Monuments
ઇલા આરબ મહેતા	Ila Arab Mehta
વિભા ત્રિપાઠી	Vibha Tripathi
ભોજ તળાવ, ભોપાલ	Bhojtal
વિજય વિલાસ મહેલ	Vijaya Vilas Palace
ઘડિયા 	Multiplication table
ભોર ઘાટ	Bhor Ghat
If either	If either
સિરપુર, છત્તીસગઢ	Sirpur, Chhattisgarh
અમૃતધારા ધોધ	Amritdhara falls
ચિરમીરી, છત્તીસગઢ	Chirmiri
પ્રભાસ 	Prabhas
સપ્ટેમ્બર ૧૧ના હુમલાઓની જાનહાનિ	Casualties of the September 11 attacks
સમલિંગી	Homosexuality
ગાંધી જયંતી	Gandhi Jayanti
સહસ્ત્રલિંગ તળાવ	Sahastralinga Tank
બાથુ કી લડી	Bathu Temples
જવાહર સેતુ, બિહાર	Jawahar Setu
સોન નદી	Son River
સહસ્ત્રધારા, દહેરાદૂન જિલ્લો	Sahasradhara
રાગ વસંત	Basant 
ઉદય મજમુદાર	Udhai Mazumdar
શંકુધારી વૃક્ષ	Pinophyta
જોશીમઠ	Jyotirmath
વૈકલ્પિક સારવારોની યાદી	List of forms of alternative medicine
નટવરસિંહજી ક્રિકેટ ક્લબ મેદાન	Natwarsinhji Cricket Club Ground
પશ્ચિમ રેલવે સ્ટેડિયમ, ભાવનગર	Western Railway Stadium
સિદ્ધિવિનાયક મંદિર, મુંબઈ	Siddhivinayak Temple, Mumbai
ઉકા તરસાડીયા યુનિવર્સિટી	Uka Tarsadia University
પઠાણકોટ જિલ્લો	Pathankot district
પઠાણકોટ	Pathankot
Gbmappingsmall	Gbmappingsmall
ગ્રીન હાઉસ 	Greenhouse
બાસ્કિન-રોબિન્સ	Baskin-Robbins
સીજુ જળ ગુફા	Siju Cave
દાવકી, મેઘાલય	Dawki
પૂર્વ જયંતિયા હિલ્સ જિલ્લો	East Jaintia Hills district
પશ્ચિમ જયંતિયા હિલ્સ જિલ્લો	West Jaintia Hills district
ખ્લીહરિયત	Khliehriat
ઉમિયામ જળાશય	Umiam Lake
ગુજરાત પોલીસ	Gujarat Police
રૂમાલી રોટી	Rumali roti
જીંજવો 	Dichanthium annulatum
પારલે-જી	Parle-G
હરિવલ્લભ ભાયાણી	Harivallabh Bhayani
ભારતીય ફિલિપિનો	Indian Filipino
નાભિરાજ	Nabhi
Infobox deity/Wikidata	Infobox deity/Wikidata
PD-notice	PD-notice
ભુપેન હજારિકા સેતુ	Dhola–Sadiya Bridge
ભારતમાં પુલ	Bridges in India
લોહિત નદી	Lohit River
બ્રસેલ્સ	Brussels
દર્રાહ રાષ્ટ્રીય ઉદ્યાન	Darrah National Park
સીતા માતા વન્યજીવ અભયારણ્ય	Sita Mata Wildlife Sanctuary
Lang-nl	Lang-nl
પરમાર	Parmar
એન્ડ્રુઝ લાયબ્રેરી, સુરત	Andrews Library
ચૌટાબજાર, સુરત	Chauta Bazaar
કવિ નર્મદ મધ્યસ્થ પુસ્તકાલય	Kavi Narmad Central Library
સુરત શબ્દ યોગ	Surat Shabd Yoga
ગૌમુખાસન	Gomukhasana
રંજના પ્રકાશ દેસાઈ	Ranjana Desai
નાનપુરા પારસી લાયબ્રેરી	Nanpura Parsi Library
પાર્વતી નદી 	Parvati River 
દેબ્સા ઘાટ	Debsa Pass
પિન પાર્વતી ઘાટ	Pin Parbati Pass
જૂલ	Joule
જેમ્સ પ્રિસ્કોટ જૂલ	James Prescott Joule
Ffd	Ffd
ધૂપગઢ	Dhupgarh
માયા સીતા	Maya Sita
કર્ણ તળાવ	Karna Lake
કરનાલ	Karnal
Wikipedia infobox body of water articles without image	Articles using infobox body of water without image
બોસ્નિયા અને હર્ઝેગોવિના	Bosnia and Herzegovina
શીપ્રાગા	Šiprage
Refn	Refn
IPA-sh	IPA-sh
MerriamWebsterDictionary	Cite Merriam-Webster
જીવવિજ્ઞાન	Biology
Gujarat-geo-stub	Gujarat-geo-stub
ગુજરાત સ્ટબ	Gujarat geography stubs
ભુંતર	Bhuntar
ભારતનાં હવાઈ મથકો	Airports in India
જોલી ગ્રાંટ હવાઈમથક, દહેરાદૂન	Dehradun Airport
રાણા સાંગા	Rana Sanga
જંતર મંતર, વારાણસી	Jantar Mantar, Varanasi
પાર્વતી નદી 	Parbati River 
હેમકુંડ સાહેબ	Hemkund
ગુરુદ્વારા બંગલા સાહેબ	Gurudwara Bangla Sahib
સમવશરણ	Samavasarana
સમયસાર	Samayasāra
શંકરલાલ બેંકર	Shankarlal Banker
ટાઈગર હીલ, દાર્જિલિંગ	Tiger Hill, Darjeeling
IPA-ml	IPA-ml
Lang-ml	Lang-ml
હિમાલય રામચકોર	Himalayan snowcock
ધાણાજીરુ	Dhana jiru
User pt	User pt
User es	User es
User ca	User ca
User gl	User gl
User mwl	User mwl
User it	User it
User an	User an
User oc	User oc
IUCN2012.2	IUCN2012.2
User lv	User lv
User nl	User nl
User uk	User uk
User ab	User ab
User af	User af
User rn	User rn
ગુજરાતી ક્રિકેટર ખેલાડી	Cricketers from Gujrat
ભૃગુ તળાવ, મનાલી	Bhrigu Lake
કુફરી	Kufri, India
ભાલકા તીર્થ	Bhalka
User pl	User pl
User or	User or
User pi	User pi
User kn	User kn
User be	User be
User fi	User fi
User zh-Hant	User zh-Hant
User sa	User sa
User bho	User bho
User mr	User mr
User raj	User raj
User ur	User ur
User sco	User sco
લચ્છીવાલા પિકનિક સ્પોટ, ડોઈવાલા	Picnic Spot, Lachhiwala
મનાલી વન્યજીવ અભયારણ્ય	Manali Sanctuary
પિન ખીણ રાષ્ટ્રીય ઉદ્યાન	Pin Valley National Park
User current age/days	User current age/days
User current age/months	User current age/months
User current age/years	User current age/years
કી ગોમ્પા 	Key Monastery
User zh	User zh
ડો. વર્ગીસ કુરિયન	Verghese Kurien
User ko	User ko
User mg	User mg
User eo	User eo
User is	User is
User da	User da
User yue	User yue
User li	User li
User sv	User sv
User no	User no
User nn	User nn
User nds	User nds
User lzh	User lzh
User bn	User bn
કરણી માતા, ઉદયપુર	Karni Mata, Udaipur
મહારાણા પ્રતાપ હવાઈમથક, ઉદયપુર	Maharana Pratap Airport
સરચુ 	Sarchu
User bg	User bg
User bs	User bs
User cs	User cs
User csb	User csb
User dsb	User dsb
User hr	User hr
User hsb	User hsb
User kg	User kg
User la	User la
User ro	User ro
User sc	User sc
User sh	User sh
User sk	User sk
User sr	User sr
Infobox waterfall	Infobox waterfall
માના ઘાટ	Mana Pass
User ja	User ja
User hu	User hu
મિકાઊ ઉસુઊ	Mikao Usui
રાષ્ટ્રીય મુક્ત વિદ્યાલયી શિક્ષણ સંસ્થા	National Institute of Open Schooling
પેશવા	Peshwa
બોરસદ વાવ	Borsad Stepwell
દેવીકુલમ, કેરળ	Devikulam
User en-GB	User en-GB
User ar	User ar
ધારચુલા, ઉત્તરાખંડ	Dharchula
User lt	User lt
User zu	User zu
ઘાઘરા નદી	Ghaghara
User diq	User diq
User az	User az
User tly	User tly
User gag	User gag
ગોપાચલ પર્વત	Gopachal rock cut Jain monuments
તારાગઢ કિલ્લો, બુંદી	Taragarh Fort, Ajmer
ચોર્યાસીસ્તંભ છત્રી, બુંદી	Chaurasi Khambon ki Chhatri, Bundi
રાણીજી કી બાવડી, બુંદી	Raniji ki Baori
ઉભરાટ બીચ	Umbharat Beach
ગુજરાતના રાષ્ટ્રીય મહત્વનાં સ્મારકોની યાદી	List of Monuments of National Importance in Gujarat
